MP NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED DATE,ALLOCATION AMOUNT,IDA APPROVAL,STATUS,HOUSE,,,,,,
Shri Mahesh Sahoo ,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,,,Palalahada,Palalahada (Ct),03-03-2024,200000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,Haveri,Haveri (Cmc) - Ward No.1,,,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Bhartruhari Mahtab ,NA - Lighting of public spaces,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,,,Kishannagar,Sompur,03-03-2024,150000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Bhartruhari Mahtab ,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,,,Kishannagar,Mallipur,03-03-2024,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Bhartruhari Mahtab ,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,,,Kishannagar,Sadhusahi,03-03-2024,200000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Bhartruhari Mahtab ,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,,,Kishannagar,Brahmanbhuin,03-03-2024,200000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Bhartruhari Mahtab ,NA - Providing drains and gutters for public drainage,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,,,Kishannagar,Sadhusahi,03-03-2024,200000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Bhartruhari Mahtab ,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,,,Kishannagar,Brahmanbhuin,03-03-2024,300000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Bhartruhari Mahtab ,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,,,Kishannagar,Brahmanbhuin,03-03-2024,200000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Bhartruhari Mahtab ,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,,,Kishannagar,Sadhusahi,03-03-2024,200000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Bhartruhari Mahtab ,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,,,Kishannagar,Mallipur,03-03-2024,100000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Bhartruhari Mahtab ,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,,,Kishannagar,Khentalo,03-03-2024,100000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Mahesh Sahoo ,NA - Construction of community centers and community halls,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,,,Anugul,Inkarabandha,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Mahesh Sahoo ,NA - Construction of community centers and community halls,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,,,Kaniha,Kamarei,03-03-2024,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Mahesh Sahoo ,NA - Construction of community centers and community halls,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,,,Bantala,Dhokata,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Mahesh Sahoo ,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Mahesh Sahoo ,NA - Construction of New Building,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,,,Rengali Damsite,Rengali (Part),03-03-2024,300000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Mahesh Sahoo ,NA - Construction of community centers and community halls,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,,,Talcher Sadar,Brajanathapur,03-03-2024,300000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shivkumar Chanabasappa Udasi,NA - Lighting of public spaces,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,,,Ranibennur,Antaravalli,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Rahul Kaswan,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Rajasthan,CHURU,DISTRICT COLLECTOR CHURU_IDA,,,Sardarshahar,Sawai Bari,03-03-2024,650000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Rahul Kaswan,NA - Construction of rooms and halls in school and colleges,Normal/Others,Rajasthan,CHURU,DISTRICT COLLECTOR CHURU_IDA,,,Churu,Sahnali Chhoti,03-03-2024,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Rahul Kaswan,NA - Construction of rooms and halls in school and colleges,Normal/Others,Rajasthan,CHURU,DISTRICT COLLECTOR CHURU_IDA,,,Churu,Ghanghoo,03-03-2024,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,,,Hirekerur,Satenahalli,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Smt Ranjeeta Koli,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Smt Ranjeeta Koli,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Smt Ranjeeta Koli,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Rahul Kaswan,NA - Construction of rooms and halls in school and colleges,Normal/Others,Rajasthan,CHURU,DISTRICT COLLECTOR CHURU_IDA,,,Sujangarh,Mundra,03-03-2024,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Gaddam Ranjith Reddy,NA - Lighting of public spaces,Normal/Others,Telangana,CHELVELLA,DISTRICT COLLECTOR VIKARABAD_IDA,,,Basheerabad,Bahadurpur,03-03-2024,170000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Gaddam Ranjith Reddy,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Mudukulathur,Keeranur,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Paramakudi,Kulathur,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Paramakudi,Nagaram,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Kamuthi,Sengappadai,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Mudukulathur,Ulaiyur,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Construction of New Building,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Mudukulathur,Pirabakkalur,03-03-2024,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Mudukulathur,Melakodumalur,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Construction of New Building,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Mudukulathur,Keeranur,03-03-2024,700000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,Kamuthi,Kamuthi (TP) - Ward No.1,,,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Mudukulathur,Keeranur,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Mudukulathur,Karumal,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
P Raveendranath Kumar,NA - Purchase of prosthetics,,,,,,,,,,,,,,,,,,,
P Raveendranath Kumar,NA - Purchase of prosthetics,,,,,,,,,,,,,,,,,,,
SHRI K R Suresh Reddy,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
P Raveendranath Kumar,NA - Street lights,Normal/Others,Tamil Nadu,THENI,DISTRICT COLLECTOR THENI_IDA,Bodinayakanur,Bodinayakanur (M) - Ward No.21,,,03-03-2024,650000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Paramakudi,S.Andakkudi,03-03-2024,800000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Paramakudi,Melaparthibanur (Ct),03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Paramakudi,Pambur,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Ramanathapuram,Pandamangalam,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Ramanathapuram,Sakkarakottai (Ct),03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Ramanathapuram,Kusavankudi,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Rajasingamangalam,Ariyankottai,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Rajasingamangalam,Sholandur,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Rajasingamangalam,Tiruppalaikkudi,03-03-2024,700000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Rajasingamangalam,Thumbadakkakottai,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Kilakarai,Kalimankundu,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Kilakarai,Kulapatham,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Kilakarai,Mallal,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Construction of New Building,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Kilakarai,Vannankundu,03-03-2024,1500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Tiruvadanai,Nambuthalai,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Tiruvadanai,Pattamangalam,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Tiruvadanai,Pudupattinam,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
P Raveendranath Kumar,NA - Street lights,Normal/Others,Tamil Nadu,THENI,DISTRICT COLLECTOR THENI_IDA,Bodinayakanur,Bodinayakanur (M) - Ward No.9,,,03-03-2024,650000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
P Raveendranath Kumar,NA - Construction of flood control embankments,Normal/Others,Tamil Nadu,THENI,DISTRICT COLLECTOR THENI_IDA,,,Periyakulam,Keelavadagarai,03-03-2024,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
P Raveendranath Kumar,NA - Construction of flood control embankments,Normal/Others,Tamil Nadu,THENI,DISTRICT COLLECTOR THENI_IDA,,,Periyakulam,Keelavadagarai,03-03-2024,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Dr Ashok Bajpai,WS/MP179/2023-2024/119588 - Development of public parks,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE LUCKNOW_IDA,Lucknow,Lucknow (M Corp.) - Ward No.1,,,03-03-2024,289000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
Sunil Dattatray Tatkare,NA - Construction of community centers and community halls,Normal/Others,Maharashtra,RAIGAD,District Collector Ratnagiri_IDA,,,Khed,Posare Kh.,03-03-2024,800000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Sunil Dattatray Tatkare,NA - Construction of community centers and community halls,Normal/Others,Maharashtra,RAIGAD,District Collector Ratnagiri_IDA,,,Khed,Shiv Kh.,03-03-2024,700000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Mohammad Akbar Lone,NA - Installing tube-wells and borewells,Normal/Others,Jammu And Kashmir,BARAMULLAH,Deputy Commissioner Bandipora_IDA,,,Sonawari,Hilalabad,03-03-2024,275000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Mohammad Akbar Lone,NA - Street lights,Normal/Others,Jammu And Kashmir,BARAMULLAH,Deputy Commissioner Bandipora_IDA,,,Hajin,Gund I Prang,03-03-2024,100000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Mohammad Akbar Lone,NA - Street lights,Normal/Others,Jammu And Kashmir,BARAMULLAH,Deputy Commissioner Bandipora_IDA,,,Hajin,Naidkhai,03-03-2024,100000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Sunil Dattatray Tatkare,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Bharti Pravin Pawar,NA - Construction of community centers and community halls,Normal/Others,Maharashtra,DINDORI(ST),DISTRICT COLLECTOR NASHIK_IDA,Dindori,Dindori (Mu Cl) - Ward No.04,,,03-03-2024,1494000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Bharti Pravin Pawar,NA - Construction of community centers and community halls,Normal/Others,Maharashtra,DINDORI(ST),DISTRICT COLLECTOR NASHIK_IDA,,,Nandgaon,Amode,03-03-2024,997000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Guman Singh Damor,NA - Development of public parks,Normal/Others,Madhya Pradesh,RATLAM(ST),District Collector Alirajpur_IDA,Jobat,Jawaharlal Nehru Ward,,,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,,,Ranibennur,Hirebidari,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,,,Savanur,Jallapur,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Dr Ashok Bajpai,NA - Construction of rooms and halls in school and colleges,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE SANT KABIR NAGAR_IDA,,,Mehdawal,Khajuria,03-03-2024,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI K R Suresh Reddy,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of bus-sheds or bus-stops,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,,,Ranibennur,Sunakalbidari,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,,,Haveri,Karjagi,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shivkumar Chanabasappa Udasi,NA - Lighting of public spaces,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,,,Ranibennur,Kajjari,03-03-2024,300000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,,,Ranibennur,Yellapur T.Honnatti,03-03-2024,300000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
SHRI K R Suresh Reddy,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Gaddam Ranjith Reddy,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,,,Tiruvadanai,Tiruvetriyur,03-03-2024,430000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Purchase of furniture and fixtures for educational purposes,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,Mandapam,Mandapam (TP) - Ward No.1,,,03-03-2024,99000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI K R Suresh Reddy,NA - Construction of public irrigation facilities,Normal/Others,Telangana,Sitting Rajya Sabha,DISTRICT COLLECTOR NIZAMABAD_IDA,,,Bheemgal,Bejjora,03-03-2024,1500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI K R Suresh Reddy,NA - Construction of community centers and community halls,Normal/Others,Telangana,Sitting Rajya Sabha,DISTRICT COLLECTOR NIZAMABAD_IDA,,,Mugpal,Borgaon (P),03-03-2024,1500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Alok Kumar Suman,NA - Purchase of IT systems,,,,,,,,,,,,,,,,,,,
Alok Kumar Suman,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI K R Suresh Reddy,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of community centers and community halls,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,,,Ranibennur,Karur,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Kani K Navas,NA - Installing community drinking water plants,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,Mudukulathur,Mudukulathur (TP) - Ward No.1,,,03-03-2024,600000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Bharti Pravin Pawar,NA - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Maharashtra,DINDORI(ST),DISTRICT COLLECTOR NASHIK_IDA,,,Peth,Borwath,03-03-2024,994000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Bharti Pravin Pawar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Bharti Pravin Pawar,NA - Construction of community centers and community halls,Normal/Others,Maharashtra,DINDORI(ST),DISTRICT COLLECTOR NASHIK_IDA,,,Kalwan,Sptashrungi Gad,03-03-2024,1488000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Bharti Pravin Pawar,NA - Street lights,Normal/Others,Maharashtra,DINDORI(ST),DISTRICT COLLECTOR NASHIK_IDA,,,Malegaon,Sherul,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kuruva Gorantla Madhav,NA - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Andhra Pradesh,HINDUPUR,DISTRICT COLLECTOR SRI SATHYA SAI_IDA,,,Tadimarri,Kunukuntla,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Shivkumar Chanabasappa Udasi,NA - Lighting of public spaces,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,Ranibennur,Ranibennur (Cmc) - Ward No.22,,,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shivkumar Chanabasappa Udasi,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,Haveri,Haveri (Cmc) - Ward No.7,,,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shivkumar Chanabasappa Udasi,NA - Lighting of public spaces,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,,,Ranibennur,Nagenahalli,03-03-2024,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
