trustus_project_id,mp_name,work,category,state,constituency,ida,city,ward,block,village,recommended_date,allocation_amount,ida_approval,status,house,source_row_number
MPLADS-033939,Gaurav Gogoi,NA - Construction of community centers and community halls,Normal/Others,Assam,KALIABOR,DEPUTY COMMISSIONER JORHAT_IDA,,,NORTH WEST JORHAT,Bhatemora Gaon,,200000.0,Action Pending,Unsanctioned,Lok Sabha,33940
MPLADS-033940,Shri Chandra Prakash Choudhary ,WS/MP334/2023-2024/35968 - Construction of roads,,,,,,,,,,,,,,33941
MPLADS-033941,Km Shobha Karandlaje ,NA - Construction of roads,,,,,,,,,,,,,,33942
MPLADS-033942,Gaurav Gogoi,NA - Construction of community centers and community halls,Normal/Others,Assam,KALIABOR,DEPUTY COMMISSIONER JORHAT_IDA,,,NORTH WEST JORHAT,Karang Chapari,,150000.0,Action Pending,Unsanctioned,Lok Sabha,33943
MPLADS-033943,Km Shobha Karandlaje ,NA - Construction of roads,,,,,,,,,,,,,,33944
MPLADS-033944,Shri Chandra Prakash Choudhary ,WS/MP334/2023-2024/35992 - Construction of roads,,,,,,,,,,,,,,33945
MPLADS-033945,Km Shobha Karandlaje ,NA - Construction of toilet blocks,Normal/Others,Karnataka,UDUPI CHIKMAGALUR,DEPUTY COMMISSIONER UDUPI_IDA,Udupi,Ajjarkad,,,,300000.0,Action Pending,Unsanctioned,Lok Sabha,33946
MPLADS-033946,Suresh Kumar Kashyap,NA - Construction of roads,,,,,,,,,,,,,,33947
MPLADS-033947,Suresh Kumar Kashyap,NA - Providing drains and gutters for public drainage,Normal/Others,Himachal Pradesh,SHIMLA (SC),DEPUTY COMMISSIONER SOLAN_IDA,,,NALAGARH,Sour Nichla (85),,200000.0,Action Pending,Unsanctioned,Lok Sabha,33948
MPLADS-033948,Sardar Simranjit Singh Mann ,NA - Providing drains and gutters for public drainage,Normal/Others,Punjab,SANGRUR,DEPUTY COMMISSIONER SANGRUR_IDA,,,SHERPUR,Mohamadpur (19),,150000.0,Action Pending,Unsanctioned,Lok Sabha,33949
MPLADS-033949,Sardar Simranjit Singh Mann ,NA - Construction of community centers and community halls,Normal/Others,Punjab,SANGRUR,DEPUTY COMMISSIONER SANGRUR_IDA,,,SHERPUR,Bari (29),,70000.0,Action Pending,Unsanctioned,Lok Sabha,33950
MPLADS-033950,Km Shobha Karandlaje ,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,UDUPI CHIKMAGALUR,DEPUTY COMMISSIONER UDUPI_IDA,Udupi,4th Kodavoor,,,,400000.0,Action Pending,Unsanctioned,Lok Sabha,33951
MPLADS-033951,Suresh Kumar Kashyap,WS/MP598/2023-2024/36019 - Construction of footpaths and pedestrian ways,Normal/Others,Himachal Pradesh,SHIMLA (SC),DEPUTY COMMISSIONER SIRMOUR_IDA,,,NAHAN,Nalka (149),,100000.0,Approved by IDA,Unsanctioned,Lok Sabha,33952
MPLADS-033952,Sardar Simranjit Singh Mann ,WS/MP382/2023-2024/36283 - Development of public parks,Normal/Others,Punjab,SANGRUR,DEPUTY COMMISSIONER BARNALA_IDA,,,BARNALA,Karamgarh (48),,95380.0,Approved by IDA,Unsanctioned,Lok Sabha,33953
MPLADS-033953,Ms Mimi Chakraborty ,WS/MP432/2023-2024/36108 - Street lights,Normal/Others,West Bengal,JADAVPUR,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA,Rajpur Sonarpur,WARD NUMBER 5,,,,435795.0,Approved by IDA,Unsanctioned,Lok Sabha,33954
MPLADS-033954,Gaurav Gogoi,NA - Construction of community centers and community halls,Normal/Others,Assam,KALIABOR,DEPUTY COMMISSIONER JORHAT_IDA,,,NORTH WEST JORHAT,Bohotia Gaon (OG),,250000.0,Action Pending,Unsanctioned,Lok Sabha,33955
MPLADS-033955,Sardar Simranjit Singh Mann ,WS/MP382/2023-2024/36284 - Development of public parks,Normal/Others,Punjab,SANGRUR,DEPUTY COMMISSIONER BARNALA_IDA,,,BARNALA,Thulewal (26),,95380.0,Approved by IDA,Unsanctioned,Lok Sabha,33956
MPLADS-033956,Sardar Simranjit Singh Mann ,WS/MP382/2023-2024/36285 - Development of public parks,Normal/Others,Punjab,SANGRUR,DEPUTY COMMISSIONER BARNALA_IDA,,,BARNALA,Patti Sekhwan (42),,47690.0,Approved by IDA,Unsanctioned,Lok Sabha,33957
MPLADS-033957,Sardar Simranjit Singh Mann ,WS/MP382/2023-2024/36286 - Development of public parks,Normal/Others,Punjab,SANGRUR,DEPUTY COMMISSIONER BARNALA_IDA,Handiaya,1,,,,238450.0,Approved by IDA,Unsanctioned,Lok Sabha,33958
MPLADS-033958,Sushil Kumar Rinku ,NA - Purchase of mobile water tankers,Normal/Others,Punjab,JALANDHAR(SC),DEPUTY COMMISSIONER JALANDHAR_IDA,Jalandhar,Garha zone,,,,,,,,33959
MPLADS-033959,Suresh Kumar Kashyap,NA - Construction of roads,,,,,,,,,,,,,,33960
MPLADS-033960,Shri Chandra Prakash Choudhary ,WS/MP334/2023-2024/35991 - Installing tube-wells and borewells,Normal/Others,Jharkhand,GIRIDIH,DEPUTY COMMISSIONER BOKARO_IDA,,,Jaridih,Bandh Dih (Ct),,300000.0,Approved by IDA,Sanctioned,Lok Sabha,33961
MPLADS-033961,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36454 - Construction of roads,,,,,,,,,,,,,,33962
MPLADS-033962,Pashupati Nath Singh,NA - Installing hand pumps,Normal/Others,Jharkhand,DHANBAD,DEPUTY COMMISSIONER BOKARO_IDA,,,CHAS,Punrru,,86000.0,Action Pending,Unsanctioned,Lok Sabha,33963
MPLADS-033963,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,MAUDAHA,Khandeh,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33964
MPLADS-033964,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,33965
MPLADS-033965,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,33966
MPLADS-033966,Suresh Pujari,WS/MP705/2023-2024/36103 - Construction of community centers and community halls,Normal/Others,Odisha,BARGARH,DISTRICT COLLECTOR BARAGARH_IDA,,,ATTABIRA,Chakuli,,300000.0,Approved by IDA,Unsanctioned,Lok Sabha,33967
MPLADS-033967,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,33968
MPLADS-033968,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,33969
MPLADS-033969,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36450 - Construction of roads,,,,,,,,,,,,,,33970
MPLADS-033970,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36451 - Construction of roads,,,,,,,,,,,,,,33971
MPLADS-033971,Dnv Senthilkumar S,WS/MP742/2023-2024/36304 - Street lights,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,,,DHARMAPURI,Adagapadi,,250000.0,Approved by IDA,Sanctioned,Lok Sabha,33972
MPLADS-033972,Dnv Senthilkumar S,NA - Street lights,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,,,DHARMAPURI,Kadagathur,,250000.0,Rejected by IDA,Unsanctioned,Lok Sabha,33973
MPLADS-033973,Dnv Senthilkumar S,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,Dharmapuri,13,,,,1600000.0,Action Pending,Unsanctioned,Lok Sabha,33974
MPLADS-033974,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,MUSKARA,Bhandhur Buzurg,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33975
MPLADS-033975,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SARILA,Khera Silajit,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33976
MPLADS-033976,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,MAUDAHA,Tola Maf,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33977
MPLADS-033977,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Kaithi,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33978
MPLADS-033978,Dnv Senthilkumar S,NA - Street lights,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,Kadathur,10,,,,630000.0,Action Pending,Unsanctioned,Lok Sabha,33979
MPLADS-033979,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Kaithi,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33980
MPLADS-033980,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,MAUDAHA,Bigahna,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33981
MPLADS-033981,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,MAUDAHA,Uprai,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33982
MPLADS-033982,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,MUSKARA,Bahdeena Achhpura Danda,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33983
MPLADS-033983,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,MUSKARA,Bahdeena Achhpura Danda,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33984
MPLADS-033984,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SARILA,Kupara,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33985
MPLADS-033985,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SARILA,Kupara,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33986
MPLADS-033986,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Pateora Danda,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33987
MPLADS-033987,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Pateora Danda,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,33988
MPLADS-033988,Suresh Pujari,WS/MP705/2023-2024/36104 - Construction of community centers and community halls,Normal/Others,Odisha,BARGARH,DISTRICT COLLECTOR BARAGARH_IDA,,,ATTABIRA,Kumelsingha,,300000.0,Approved by IDA,Unsanctioned,Lok Sabha,33989
MPLADS-033989,Suresh Pujari,WS/MP705/2023-2024/36105 - Construction of buildings for community cultural activities,Normal/Others,Odisha,BARGARH,DISTRICT COLLECTOR BARAGARH_IDA,,,ATTABIRA,Lastala,,300000.0,Approved by IDA,Unsanctioned,Lok Sabha,33990
MPLADS-033990,Smt Pramila Bisoyi ,NA - Construction of community centers and community halls,Normal/Others,Odisha,ASKA,DISTRICT COLLECTOR GANJAM_IDA,,,BELLAGUNTHA,Dhumchai,,300000.0,Action Pending,Unsanctioned,Lok Sabha,33991
MPLADS-033991,Smt Pramila Bisoyi ,NA - Construction of community centers and community halls,Normal/Others,Odisha,ASKA,DISTRICT COLLECTOR GANJAM_IDA,,,BELLAGUNTHA,Kokalunda,,300000.0,Action Pending,Unsanctioned,Lok Sabha,33992
MPLADS-033992,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,33993
MPLADS-033993,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,33994
MPLADS-033994,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,33995
MPLADS-033995,SHRI Kanakamedala Ravindra Kumar,WS/MP024/2023-2024/36015 - Construction of bus-sheds or bus-stops,Normal/Others,Andhra Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR KRISHNA_IDA,,,NAGAYALANKA,Chodavaram,,500000.0,Approved by IDA,Unsanctioned,Rajya Sabha,33996
MPLADS-033996,Dnv Senthilkumar S,NA - Street lights,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,Kariamangalam,12,,,,425000.0,Action Pending,Unsanctioned,Lok Sabha,33997
MPLADS-033997,Dnv Senthilkumar S,NA - Street lights,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,Kariamangalam,1,,,,425000.0,Action Pending,Unsanctioned,Lok Sabha,33998
MPLADS-033998,Suresh Kumar Kashyap,NA - Providing drains and gutters for public drainage,Normal/Others,Himachal Pradesh,SHIMLA (SC),DEPUTY COMMISSIONER SOLAN_IDA,,,DHARAMPUR,Ganol (718),,200000.0,Action Pending,Unsanctioned,Lok Sabha,33999
MPLADS-033999,Suresh Kumar Kashyap,NA - Construction of community centers and community halls,Normal/Others,Himachal Pradesh,SHIMLA (SC),DEPUTY COMMISSIONER SOLAN_IDA,,,DHARAMPUR,Kotla (203),,200000.0,Action Pending,Unsanctioned,Lok Sabha,34000
MPLADS-034000,Suresh Kumar Kashyap,NA - Construction of Footpaths/Pedestrian ways,Normal/Others,Himachal Pradesh,SHIMLA (SC),DEPUTY COMMISSIONER SOLAN_IDA,,,DHARAMPUR,Sanwara (106),,100000.0,Action Pending,Unsanctioned,Lok Sabha,34001
MPLADS-034001,Suresh Kumar Kashyap,NA - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Himachal Pradesh,SHIMLA (SC),DEPUTY COMMISSIONER SOLAN_IDA,,,DHARAMPUR,Rauri (411),,200000.0,Action Pending,Unsanctioned,Lok Sabha,34002
MPLADS-034002,Dnv Senthilkumar S,NA - Construction of Government office buildings (Post office,,,,,,,,,,,,,,34003
MPLADS-034003,Dnv Senthilkumar S,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,,,DHARMAPURI,Settikarai,,1600000.0,Action Pending,Unsanctioned,Lok Sabha,34004
MPLADS-034004,Dnv Senthilkumar S,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,,,DHARMAPURI,Akkamanahalli,,750000.0,Action Pending,Unsanctioned,Lok Sabha,34005
MPLADS-034005,Pashupati Nath Singh,WS/MP434/2023-2024/36031 - Installing hand pumps,Normal/Others,Jharkhand,DHANBAD,DEPUTY COMMISSIONER BOKARO_IDA,,,CHAS,Kolbendi,,86000.0,Approved by IDA,Sanctioned,Lok Sabha,34006
MPLADS-034006,Dnv Senthilkumar S,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,,,PENNAGARAM,Thithiyoppanahalli,,750000.0,Action Pending,Unsanctioned,Lok Sabha,34007
MPLADS-034007,Alok Kumar Suman,NA - Construction of roads,,,,,,,,,,,,,,34008
MPLADS-034008,Alok Kumar Suman,NA - Construction of roads,,,,,,,,,,,,,,34009
MPLADS-034009,Alok Kumar Suman,NA - Construction of roads,,,,,,,,,,,,,,34010
MPLADS-034010,SHRI Kanakamedala Ravindra Kumar,NA - Construction of community centers and community halls,Normal/Others,Andhra Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR EAST GODAVARI_IDA,,,BICCAVOLU,Balabhadrapuram,,2000000.0,Action Pending,Unsanctioned,Rajya Sabha,34011
MPLADS-034011,SHRI Kanakamedala Ravindra Kumar,NA - Hygienic Canteen Building,Normal/Others,Andhra Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR ELURU_IDA,Eluru,District Court Premises,,,,2500000.0,Action Pending,Unsanctioned,Rajya Sabha,34012
MPLADS-034012,SHRI Kanakamedala Ravindra Kumar,WS/MP024/2023-2024/36082 - Construction of roads,,,,,,,,,,,,,,34013
MPLADS-034013,SHRI Kanakamedala Ravindra Kumar,WS/MP024/2023-2024/36064 - Construction of roads,,,,,,,,,,,,,,34014
MPLADS-034014,Dnv Senthilkumar S,NA - Construction of roads,,,,,,,,,,,,,,34015
MPLADS-034015,Dnv Senthilkumar S,WS/MP742/2023-2024/36321 - Street lights,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,,,MORAPPUR,Kosapatty,,250000.0,Approved by IDA,Sanctioned,Lok Sabha,34016
MPLADS-034016,Dnv Senthilkumar S,WS/MP742/2023-2024/36319 - Street lights,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,,,NALLAMPALLI,Maniathahalli,,250000.0,Approved by IDA,Sanctioned,Lok Sabha,34017
MPLADS-034017,Dnv Senthilkumar S,WS/MP742/2023-2024/36317 - Street lights,Normal/Others,Tamil Nadu,DHARAMAPURI,DISTRICT COLLECTOR DHARMAPURI_IDA,,,NALLAMPALLI,Sivadi,,250000.0,Approved by IDA,Sanctioned,Lok Sabha,34018
MPLADS-034018,SHRI Kanakamedala Ravindra Kumar,WS/MP024/2023-2024/36059 - Construction of roads,,,,,,,,,,,,,,34019
MPLADS-034019,Sardar Simranjit Singh Mann ,WS/MP382/2023-2024/36187 - Installation of multi-gym equipment,Normal/Others,Punjab,SANGRUR,Deputy Commissioner Malerkotla_IDA,,,Malerkotla H,Ahan Kheri (86),,186000.0,Approved by IDA,Unsanctioned,Lok Sabha,34020
MPLADS-034020,SHRI Kanakamedala Ravindra Kumar,WS/MP024/2023-2024/36020 - Construction of bus-sheds or bus-stops,Normal/Others,Andhra Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR KRISHNA_IDA,,,NAGAYALANKA,Kammanamolu,,500000.0,Approved by IDA,Unsanctioned,Rajya Sabha,34021
MPLADS-034021,SHRI Kanakamedala Ravindra Kumar,WS/MP024/2023-2024/36017 - Construction of bus-sheds or bus-stops,Normal/Others,Andhra Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR KRISHNA_IDA,,,GHANTASALA,Srikakulam,,500000.0,Approved by IDA,Unsanctioned,Rajya Sabha,34022
MPLADS-034022,SHRI Kanakamedala Ravindra Kumar,WS/MP024/2023-2024/36016 - Construction of bus-sheds or bus-stops,Normal/Others,Andhra Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR KRISHNA_IDA,,,MOPIDEVI,Kokkiligadda,,500000.0,Approved by IDA,Unsanctioned,Rajya Sabha,34023
MPLADS-034023,Smt Pramila Bisoyi ,NA - Construction of community centers and community halls,Normal/Others,Odisha,ASKA,DISTRICT COLLECTOR GANJAM_IDA,,,BELLAGUNTHA,Bori,,300000.0,Action Pending,Unsanctioned,Lok Sabha,34024
MPLADS-034024,Smt Pramila Bisoyi ,NA - Construction of roads,,,,,,,,,,,,,,34025
MPLADS-034025,Smt Pramila Bisoyi ,NA - Construction of roads,,,,,,,,,,,,,,34026
MPLADS-034026,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,34027
MPLADS-034027,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,34028
MPLADS-034028,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Ingohata,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34029
MPLADS-034029,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Vidokhar Medni,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34030
MPLADS-034030,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Vidokhar Purai,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34031
MPLADS-034031,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Vidokhar Purai,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34032
MPLADS-034032,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Pachkhura Buzurg,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34033
MPLADS-034033,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Pachkhura Buzurg,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34034
MPLADS-034034,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Helapur Danda,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34035
MPLADS-034035,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Helapur Danda,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34036
MPLADS-034036,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Kalla,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34037
MPLADS-034037,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Kalla,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34038
MPLADS-034038,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Kumhaupur,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34039
MPLADS-034039,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Pauthia Buzurg,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34040
MPLADS-034040,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,KURARA,Sikrodi Danda,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34041
MPLADS-034041,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36452 - Construction of roads,,,,,,,,,,,,,,34042
MPLADS-034042,Brijendra Singh,NA - Construction of public irrigation facilities,Normal/Others,Haryana,HISAR,Deputy Commissioner Jind_IDA,,,UCHANA,Dohana Khera (94),,1000000.0,Action Pending,Unsanctioned,Lok Sabha,34043
MPLADS-034043,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,34044
MPLADS-034044,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,34045
MPLADS-034045,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36463 - Construction of roads,,,,,,,,,,,,,,34046
MPLADS-034046,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36462 - Construction of roads,,,,,,,,,,,,,,34047
MPLADS-034047,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36461 - Construction of roads,,,,,,,,,,,,,,34048
MPLADS-034048,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36460 - Construction of roads,,,,,,,,,,,,,,34049
MPLADS-034049,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36459 - Construction of roads,,,,,,,,,,,,,,34050
MPLADS-034050,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36453 - Construction of roads,,,,,,,,,,,,,,34051
MPLADS-034051,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36458 - Construction of roads,,,,,,,,,,,,,,34052
MPLADS-034052,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36457 - Construction of roads,,,,,,,,,,,,,,34053
MPLADS-034053,SHRI Rajeev Chandrashekhar,WS/MP085/2023-2024/36456 - Construction of roads,,,,,,,,,,,,,,34054
MPLADS-034054,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,34055
MPLADS-034055,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,34056
MPLADS-034056,Smt Pramila Bisoyi ,NA - Construction of community centers and community halls,Normal/Others,Odisha,ASKA,DISTRICT COLLECTOR GANJAM_IDA,,,BELLAGUNTHA,Jiliba,,300000.0,Action Pending,Unsanctioned,Lok Sabha,34057
MPLADS-034057,SHRI Rajeev Chandrashekhar,NA - Construction of roads,,,,,,,,,,,,,,34058
MPLADS-034058,Smt Pramila Bisoyi ,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Odisha,ASKA,DISTRICT COLLECTOR GANJAM_IDA,,,BELLAGUNTHA,Tanarada,,300000.0,Action Pending,Unsanctioned,Lok Sabha,34059
MPLADS-034059,Smt Pramila Bisoyi ,NA - Construction of roads,,,,,,,,,,,,,,34060
MPLADS-034060,Smt Pramila Bisoyi ,NA - Construction of roads,,,,,,,,,,,,,,34061
MPLADS-034061,Smt Pramila Bisoyi ,NA - Construction of community centers and community halls,Repair and Renovation,Odisha,ASKA,DISTRICT COLLECTOR GANJAM_IDA,,,BELLAGUNTHA,Pailipada,,300000.0,Action Pending,Unsanctioned,Lok Sabha,34062
MPLADS-034062,Smt Pramila Bisoyi ,NA - Construction of roads,,,,,,,,,,,,,,34063
MPLADS-034063,Smt Pramila Bisoyi ,NA - Construction of roads,,,,,,,,,,,,,,34064
MPLADS-034064,Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,,,SUMERPUR,Pateora Danda,,243000.0,Action Pending,Unsanctioned,Rajya Sabha,34065
