trustus_project_id,mp_name,work,category,state,constituency,ida,city,ward,block,village,recommended_date,allocation_amount,ida_approval,status,house,source_row_number
MPLADS-007968,SHRI Anil Agarwal,NA - Construction of additional rooms and halls in the existing public and community building,Repair and Renovation,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE BAGHPAT_IDA,Chhaprauli,Ramala,,,,1200000.0,Action Pending,Unsanctioned,Rajya Sabha,7969
MPLADS-007969,Smt Jaya Bachchan,NA - Construction of rooms and facilities for hospitals,,,,,,,,,,,,,,7970
MPLADS-007970,Shri Kapil Sibal,NA - Construction of rooms and halls in school and colleges,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PRATAPGARH_IDA,Kunda,Saryu Nagar,,,,2500000.0,Action Pending,Unsanctioned,Rajya Sabha,7971
MPLADS-007971,Shri Kapil Sibal,NA - Construction of roads,,,,,,,,,,,,,,7972
MPLADS-007972,Smt Jaya Bachchan,NA - Construction of roads,,,,,,,,,,,,,,7973
MPLADS-007973,Smt Jaya Bachchan,NA - Construction of roads,,,,,,,,,,,,,,7974
MPLADS-007974,Smt Jaya Bachchan,NA - Construction of roads,,,,,,,,,,,,,,7975
MPLADS-007975,Smt Jaya Bachchan,NA - Construction of roads,,,,,,,,,,,,,,7976
MPLADS-007976,Smt Jaya Bachchan,NA - Construction of roads,,,,,,,,,,,,,,7977
MPLADS-007977,SHRI Kailash Soni,NA - Construction of community centers and community halls,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR NARSINGHPUR_IDA,Kareli,kareli,,,,500000.0,Action Pending,Unsanctioned,Rajya Sabha,7978
MPLADS-007978,SHRI Kailash Soni,NA - Construction of common work sheds/ common covered sitting area,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR NARSINGHPUR_IDA,,,Gadarwara,Rati Karar,,100000.0,Action Pending,Unsanctioned,Rajya Sabha,7979
MPLADS-007979,Ms Pratima Bhoumik,NA - Construction of roads,,,,,,,,,,,,,,7980
MPLADS-007980,Ajay Tamta,NA - Construction of footpaths and pedestrian ways,Normal/Others,Uttarakhand,ALMORA(SC),DISTRICT MAGISTRATE ALMORA_IDA,,,Almora,Kotyura,,150000.0,Action Pending,Unsanctioned,Lok Sabha,7981
MPLADS-007981,Sunil Soren,NA - Construction of roads,,,,,,,,,,,,,,7982
MPLADS-007982,Goddeti Madhavi,WS/MP401/2023-2024/80602 - Installing hand pumps,Normal/Others,Andhra Pradesh,ARAKU(ST),DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA,,,Chinthapalli,Kitumula,,150000.0,Approved by IDA,Unsanctioned,Lok Sabha,7983
MPLADS-007983,Sunil Soren,NA - Construction of roads,,,,,,,,,,,,,,7984
MPLADS-007984,Sukhbir Singh Badal,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Punjab,FIROZPUR,Deputy Commissioner Shri Muktsar Sahib_IDA,,,Malout,Malout (Rural) (156),,400000.0,Action Pending,Unsanctioned,Lok Sabha,7985
MPLADS-007985,Shri Lorho S Pfoze ,NA - Construction of toilet blocks,Normal/Others,Manipur,OUTER MANIPUR(ST),Deputy Commissioner Senapati_IDA,,,Tadubi,Lairoching,,500000.0,Action Pending,Unsanctioned,Lok Sabha,7986
MPLADS-007986,Shri Lorho S Pfoze ,NA - Construction of roads,,,,,,,,,,,,,,7987
MPLADS-007987,Shri Abdul Khaleque ,NA - Construction of roads,,,,,,,,,,,,,,7988
MPLADS-007988,Shri Abdul Khaleque ,NA - Construction of roads,,,,,,,,,,,,,,7989
MPLADS-007989,Shri Abdul Khaleque ,NA - Street lights,Normal/Others,Assam,BARPETA,DEPUTY COMMISSIONER NALBARI_IDA,,,Pachim Nalbari,Belsor (Ct),,500000.0,Action Pending,Unsanctioned,Lok Sabha,7990
MPLADS-007990,Shri Abdul Khaleque ,NA - Construction of roads,,,,,,,,,,,,,,7991
MPLADS-007991,Shri Abdul Khaleque ,NA - Street lights,Normal/Others,Assam,BARPETA,Deputy Commissioner Goalpara_IDA,,,Balijana,Nun Khawa Pt-I,,400000.0,Action Pending,Unsanctioned,Lok Sabha,7992
MPLADS-007992,Shri Abdul Khaleque ,NA - Construction of roads,,,,,,,,,,,,,,7993
MPLADS-007993,Sanjay Jaiswal,NA - Construction of roads,,,,,,,,,,,,,,7994
MPLADS-007994,Ms Pratima Bhoumik,NA - Construction of common work sheds/ common covered sitting area,Normal/Others,Tripura,TRIPURA WEST,DISTRICT MAGISTRATE and COLLECTOR SIPAHIJALA_IDA,,,Sonamura,Kanthalia,,1000000.0,Action Pending,Unsanctioned,Lok Sabha,7995
MPLADS-007995,Ajay Tamta,NA - Street lights,Normal/Others,Uttarakhand,ALMORA(SC),DISTRICT MAGISTRATE ALMORA_IDA,,,Almora,Kotyura,,150000.0,Action Pending,Unsanctioned,Lok Sabha,7996
MPLADS-007996,Ajay Tamta,NA - Development of public parks,Normal/Others,Uttarakhand,ALMORA(SC),DISTRICT MAGISTRATE PITHORAGARH_IDA,,,Bangapani,Seeling,,200000.0,Action Pending,Unsanctioned,Lok Sabha,7997
MPLADS-007997,Ms Kavita Patidar,NA - Purchase of mobile water tankers,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR DHAR_IDA,,,Badnawar,Ghatgara,,205000.0,Action Pending,Unsanctioned,Rajya Sabha,7998
MPLADS-007998,Ms Kavita Patidar,NA - Purchase of mobile water tankers,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR DHAR_IDA,,,Dharampuri,Sundrel,,205000.0,Action Pending,Unsanctioned,Rajya Sabha,7999
MPLADS-007999,Ms Kavita Patidar,NA - Purchase of mobile water tankers,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR DHAR_IDA,,,Dharampuri,Chikatyabad,,205000.0,Action Pending,Unsanctioned,Rajya Sabha,8000
MPLADS-008000,SHRI Kailash Soni,NA - Construction of roads,,,,,,,,,,,,,,8001
MPLADS-008001,SHRI Kailash Soni,NA - Lighting of public spaces,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR NARSINGHPUR_IDA,,,Kareli,Bitali,,200000.0,Action Pending,Unsanctioned,Rajya Sabha,8002
MPLADS-008002,SHRI Kailash Soni,NA - Construction of common work sheds/ common covered sitting area,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR NARSINGHPUR_IDA,,,Kareli,Basadehi,,200000.0,Action Pending,Unsanctioned,Rajya Sabha,8003
MPLADS-008003,SHRI Kailash Soni,NA - Construction of common work sheds/ common covered sitting area,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR NARSINGHPUR_IDA,,,Kareli,Tinsara,,200000.0,Action Pending,Unsanctioned,Rajya Sabha,8004
MPLADS-008004,Ms Pratima Bhoumik,NA - Construction of common work sheds/ common covered sitting area,Normal/Others,Tripura,TRIPURA WEST,DISTRICT MAGISTRATE WEST TRIPURA_IDA,Agartala Municipal Corporation,20,,,,,,,,8005
MPLADS-008005,Ms Pratima Bhoumik,NA - Construction of common work sheds/ common covered sitting area,Normal/Others,Tripura,TRIPURA WEST,DISTRICT MAGISTRATE WEST TRIPURA_IDA,Agartala Municipal Corporation,20,,,,1000000.0,Action Pending,Unsanctioned,Lok Sabha,8006
MPLADS-008006,Ms Pratima Bhoumik,NA - Construction of common work sheds/ common covered sitting area,Normal/Others,Tripura,TRIPURA WEST,DISTRICT MAGISTRATE WEST TRIPURA_IDA,,,Sadar,Khayerpur,,1200000.0,Action Pending,Unsanctioned,Lok Sabha,8007
MPLADS-008007,Smt Jaya Bachchan,NA - Construction of roads,,,,,,,,,,,,,,8008
MPLADS-008008,Shri Surendra Singh Nagar,NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE GAUTAMBUDHNAGAR_IDA,Dankaur,chiti,,,,660000.0,Action Pending,Unsanctioned,Rajya Sabha,8009
MPLADS-008009,Shri Surendra Singh Nagar,NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE GAUTAMBUDHNAGAR_IDA,,,Dadri,Pyawali Tajpur,,660000.0,Action Pending,Unsanctioned,Rajya Sabha,8010
MPLADS-008010,Shri Janardan Singh Sigriwal ,NA - Construction of common work sheds/ common covered sitting area,Normal/Others,Bihar,MAHARAJGANJ_BR,DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA,,,Jalalpur,Bangra,,1054700.0,Action Pending,Unsanctioned,Lok Sabha,8011
MPLADS-008011,Sunil Kumar Soni,NA - Setting up public non-conventional energy plants,Normal/Others,Chhattisgarh,RAIPUR,DISTRICT COLLECTOR RAIPUR_IDA,Raipur,ward no-67,,,,500000.0,Action Pending,Unsanctioned,Lok Sabha,8012
MPLADS-008012,Sunil Kumar Soni,NA - Construction of buildings for community cultural activities,Normal/Others,Chhattisgarh,RAIPUR,DISTRICT COLLECTOR RAIPUR_IDA,,,Gobra Nawapara,Tarri,,150000.0,Action Pending,Unsanctioned,Lok Sabha,8013
MPLADS-008013,Sunil Kumar Soni,NA - Construction of roads,,,,,,,,,,,,,,8014
MPLADS-008014,Sunil Kumar Soni,NA - Construction of roads,,,,,,,,,,,,,,8015
MPLADS-008015,Sunil Kumar Soni,NA - Construction of roads,,,,,,,,,,,,,,8016
MPLADS-008016,Sunil Kumar Soni,NA - Construction of buildings for community cultural activities,Normal/Others,Chhattisgarh,RAIPUR,DISTRICT COLLECTOR RAIPUR_IDA,,,Kharora,Adsena,,300000.0,Action Pending,Unsanctioned,Lok Sabha,8017
MPLADS-008017,SH Bhupender Yadav,NA - Construction of rooms and halls in school and colleges,Normal/Others,Rajasthan,Sitting Rajya Sabha,DISTRICT COLLECTOR KOTA_IDA,Kota-North,20,,,,1000000.0,Action Pending,Unsanctioned,Rajya Sabha,8018
MPLADS-008018,Mr Gopal Jee Thakur,NA - Construction of roads,,,,,,,,,,,,,,8019
MPLADS-008019,Alok Kumar Suman,NA - Construction of roads,,,,,,,,,,,,,,8020
MPLADS-008020,Alok Kumar Suman,NA - Construction of roads,,,,,,,,,,,,,,8021
MPLADS-008021,Mr Gopal Jee Thakur,NA - Construction of roads,,,,,,,,,,,,,,8022
MPLADS-008022,Shri Janardan Singh Sigriwal ,WS/MP316/2023-2024/80908 - Construction of community centers and community halls,Normal/Others,Bihar,MAHARAJGANJ_BR,DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA,,,Jalalpur,Basdila,,1463600.0,Approved by IDA,Unsanctioned,Lok Sabha,8023
MPLADS-008023,vijay kumar,NA - Construction of roads,,,,,,,,,,,,,,8024
MPLADS-008024,Sunil Kumar Soni,NA - Construction of roads,,,,,,,,,,,,,,8025
MPLADS-008025,vijay kumar,NA - Construction of roads,,,,,,,,,,,,,,8026
MPLADS-008026,Sukhbir Singh Badal,NA - Construction of stadiums,Normal/Others,Punjab,FIROZPUR,Deputy Commissioner Shri Muktsar Sahib_IDA,,,Muktsar,Ramgarh (115),,400000.0,Action Pending,Unsanctioned,Lok Sabha,8027
MPLADS-008027,Sukhbir Singh Badal,NA - Purchase of furniture and fixtures for educational purposes,Normal/Others,Punjab,FIROZPUR,Deputy Commissioner Shri Muktsar Sahib_IDA,,,Gidderbaha,Ghagga (21),,80000.0,Action Pending,Unsanctioned,Lok Sabha,8028
MPLADS-008028,Sukhbir Singh Badal,NA - Purchase of furniture and fixtures for educational purposes,Normal/Others,Punjab,FIROZPUR,Deputy Commissioner Shri Muktsar Sahib_IDA,,,Gidderbaha,Ghagga (21),,150000.0,Action Pending,Unsanctioned,Lok Sabha,8029
MPLADS-008029,Sukhbir Singh Badal,NA - Construction of roads,,,,,,,,,,,,,,8030
MPLADS-008030,Sukhbir Singh Badal,NA - Construction of roads,,,,,,,,,,,,,,8031
MPLADS-008031,Sukhbir Singh Badal,NA - Construction of community centers and community halls,Normal/Others,Punjab,FIROZPUR,Deputy Commissioner Shri Muktsar Sahib_IDA,Malout,Malout City,,,,837000.0,Action Pending,Unsanctioned,Lok Sabha,8032
MPLADS-008032,Sukhbir Singh Badal,NA - Construction of culverts and bridges,Normal/Others,Punjab,FIROZPUR,Deputy Commissioner Shri Muktsar Sahib_IDA,,,Muktsar,Bhagsar (51),,600000.0,Action Pending,Unsanctioned,Lok Sabha,8033
MPLADS-008033,Sukhbir Singh Badal,NA - Construction of roads,,,,,,,,,,,,,,8034
MPLADS-008034,Sukhbir Singh Badal,NA - Construction of roads,,,,,,,,,,,,,,8035
MPLADS-008035,Sukhbir Singh Badal,NA - Construction of roads,,,,,,,,,,,,,,8036
MPLADS-008036,Sukhbir Singh Badal,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Punjab,FIROZPUR,Deputy Commissioner Shri Muktsar Sahib_IDA,,,Malout,Malout (Rural) (156),,200000.0,Action Pending,Unsanctioned,Lok Sabha,8037
MPLADS-008037,Sunil Kumar Soni,NA - Construction of community centers and community halls,Normal/Others,Chhattisgarh,RAIPUR,DISTRICT COLLECTOR RAIPUR_IDA,,,Kharora,Bangoli,,500000.0,Action Pending,Unsanctioned,Lok Sabha,8038
MPLADS-008038,Sunil Kumar Soni,NA - Construction of roads,,,,,,,,,,,,,,8039
MPLADS-008039,Kirti Vardhan Singh,NA - Construction of roads,,,,,,,,,,,,,,8040
MPLADS-008040,SHRI Harbhajan Singh,NA - Installation of multi-gym equipment,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Chhotapind Alias Barapind (367),,300000.0,Action Pending,Unsanctioned,Rajya Sabha,8041
MPLADS-008041,Shri Haji Fazlur Rehman ,NA - Construction of roads,,,,,,,,,,,,,,8042
MPLADS-008042,Shri Haji Fazlur Rehman ,NA - Construction of roads,,,,,,,,,,,,,,8043
MPLADS-008043,Chunni lal Sahu,NA - Construction of buildings for community cultural activities,Normal/Others,Chhattisgarh,MAHASAMUND,DISTRICT COLLECTOR MAHASAMUND_IDA,,,Mahasamund,Sirpur,,830000.0,Action Pending,Unsanctioned,Lok Sabha,8044
MPLADS-008044,SHRI Harbhajan Singh,NA - Street lights,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,Tanda,Sikri (66),,258000.0,Action Pending,Unsanctioned,Rajya Sabha,8045
MPLADS-008045,SHRI Harbhajan Singh,NA - Street lights,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,Dasua,Jia Sahota Kalan (21),,490200.0,Action Pending,Unsanctioned,Rajya Sabha,8046
MPLADS-008046,SHRI Harbhajan Singh,NA - Construction of stadiums,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,Tanda,Sikri (66),,250000.0,Action Pending,Unsanctioned,Rajya Sabha,8047
MPLADS-008047,SHRI Harbhajan Singh,NA - Construction of stadiums,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,Dasua,Manga (12),,1000000.0,Action Pending,Unsanctioned,Rajya Sabha,8048
MPLADS-008048,SHRI Harbhajan Singh,NA - Construction of stadiums,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,Dasua,Dholowal (8),,1000000.0,Action Pending,Unsanctioned,Rajya Sabha,8049
MPLADS-008049,SHRI Harbhajan Singh,NA - Construction of stadiums,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,Dasua,Narur (464),,1000000.0,Action Pending,Unsanctioned,Rajya Sabha,8050
MPLADS-008050,SHRI Harbhajan Singh,NA - Construction of community centers and community halls,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Chhuhar (384),,500000.0,Action Pending,Unsanctioned,Rajya Sabha,8051
MPLADS-008051,SHRI Harbhajan Singh,NA - Installation of multi-gym equipment,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Chhuhar (384),,300000.0,Action Pending,Unsanctioned,Rajya Sabha,8052
MPLADS-008052,SHRI Harbhajan Singh,NA - Construction of community centers and community halls,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Lallian Khurd (426),,1000000.0,Action Pending,Unsanctioned,Rajya Sabha,8053
MPLADS-008053,SHRI Harbhajan Singh,NA - Construction of community centers and community halls,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Chhotapind Alias Barapind (367),,300000.0,Action Pending,Unsanctioned,Rajya Sabha,8054
MPLADS-008054,Sunil Kumar Soni,NA - Construction of roads,,,,,,,,,,,,,,8055
MPLADS-008055,SHRI Harbhajan Singh,NA - Construction of community centers and community halls,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Chhotapind Alias Barapind (367),,300000.0,Action Pending,Unsanctioned,Rajya Sabha,8056
MPLADS-008056,SHRI Harbhajan Singh,NA - Construction of community centers and community halls,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Naugajja (152),,300000.0,Action Pending,Unsanctioned,Rajya Sabha,8057
MPLADS-008057,SHRI Harbhajan Singh,NA - Construction of community centers and community halls,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Gill (410),,1000000.0,Action Pending,Unsanctioned,Rajya Sabha,8058
MPLADS-008058,SHRI Harbhajan Singh,NA - Installation of multi-gym equipment,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Fateh Jalal (392),,300000.0,Action Pending,Unsanctioned,Rajya Sabha,8059
MPLADS-008059,SHRI Harbhajan Singh,NA - Construction of community centers and community halls,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Randhawa Masandan (156),,300000.0,Action Pending,Unsanctioned,Rajya Sabha,8060
MPLADS-008060,SHRI Harbhajan Singh,NA - Construction of community centers and community halls,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Brahampur (387),,300000.0,Action Pending,Unsanctioned,Rajya Sabha,8061
MPLADS-008061,SHRI Harbhajan Singh,NA - Construction of community centers and community halls,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Basrampur (391),,500000.0,Action Pending,Unsanctioned,Rajya Sabha,8062
MPLADS-008062,SHRI Harbhajan Singh,NA - Construction of community centers and community halls,Normal/Others,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,Jalandhar - II,Ghugg (385),,500000.0,Action Pending,Unsanctioned,Rajya Sabha,8063
MPLADS-008063,Sunil Kumar Soni,NA - Construction of community centers and community halls,Normal/Others,Chhattisgarh,RAIPUR,DISTRICT COLLECTOR RAIPUR_IDA,,,Tilda,Khapri Kalan,,400000.0,Action Pending,Unsanctioned,Lok Sabha,8064
MPLADS-008064,Sunil Kumar Soni,NA - Construction of community centers and community halls,Normal/Others,Chhattisgarh,RAIPUR,DISTRICT COLLECTOR RAIPUR_IDA,,,Tilda,Kohka (Part),,400000.0,Action Pending,Unsanctioned,Lok Sabha,8065
MPLADS-008065,Sunil Kumar Soni,NA - Construction of roads,,,,,,,,,,,,,,8066
MPLADS-008066,Sunil Kumar Soni,NA - Construction of roads,,,,,,,,,,,,,,8067
MPLADS-008067,Sunil Soren,NA - Construction of roads,,,,,,,,,,,,,,8068
MPLADS-008068,Sunil Soren,NA - Construction of common work sheds/ common covered sitting area,Normal/Others,Jharkhand,DUMKA(ST),DEPUTY COMMISSIONER DUMKA_IDA,,,Kathikund,Kolha,,250000.0,Action Pending,Unsanctioned,Lok Sabha,8069
MPLADS-008069,Sunil Soren,NA - Construction of roads,,,,,,,,,,,,,,8070
MPLADS-008070,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80575 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,word No.3/b - vadva,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8071
MPLADS-008071,Dr Amee Yajnik Harshadray,NA - Construction of public libraries and reading rooms,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BANAS KANTHA_IDA,,,Kankrej,Ruvel,,500000.0,Action Pending,Unsanctioned,Rajya Sabha,8072
MPLADS-008072,Dr Amee Yajnik Harshadray,NA - Construction of flood control embankments,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR SABARKANTHA_IDA,,,Talod,Semaliya,,500000.0,Action Pending,Unsanctioned,Rajya Sabha,8073
MPLADS-008073,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80728 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,ward No.12- North Sardarnagar- Tarsamiya,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8074
MPLADS-008074,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80720 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,,,Bhavnagar,Akwada,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8075
MPLADS-008075,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80719 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,Bhavnagar (M Corp.) - Ward No.6,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8076
MPLADS-008076,SHRI Mansukh Madaviya,NA - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,ward No.11- South Sardarnagar-Adhewada,,,,1000000.0,Action Pending,Unsanctioned,Rajya Sabha,8077
MPLADS-008077,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80707 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,ward No.11- South Sardarnagar-Adhewada,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8078
MPLADS-008078,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80706 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,Bhavnagar (M Corp.) - Ward No.10,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8079
MPLADS-008079,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80705 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,Bhavnagar (M Corp.) - Ward No.9,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8080
MPLADS-008080,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80704 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,Bhavnagar (M Corp.) - Ward No.1,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8081
MPLADS-008081,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80577 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,word No.3/b - Vadva,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8082
MPLADS-008082,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80576 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,word No.7 – Takhteshwar,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8083
MPLADS-008083,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80574 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,word No.7 – Takhteshwar,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8084
MPLADS-008084,Smt Pratibha Singh,WS/MP599/2023-2024/80737 - Construction of community centers and community halls,Normal/Others,Himachal Pradesh,MANDI,DEPUTY COMMISSIONER MANDI_IDA,,,Bhadrota,Bhadarwar (351),,200000.0,Approved by IDA,Unsanctioned,Lok Sabha,8085
MPLADS-008085,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80573 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,word No.8/A,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8086
MPLADS-008086,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80571 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,Bhavnagar (M Corp.) - Ward No.3,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8087
MPLADS-008087,SHRI Mansukh Madaviya,NA - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,word No.4 - karchaliya para,,,,1000000.0,Action Pending,Unsanctioned,Rajya Sabha,8088
MPLADS-008088,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80569 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,word No.10 - kaliyabid-sidsar-adhewada,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8089
MPLADS-008089,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80568 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,word No.10 - kaliyabid-sidsar-adhewada,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8090
MPLADS-008090,SHRI Mansukh Madaviya,WS/MP064/2023-2024/80567 - Construction of buildings for crèches and anganwadies,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR BHAVNAGAR_IDA,Bhavnagar,word No.10 - kaliyabid-sidsar-adhewada,,,,1000000.0,Approved by IDA,Unsanctioned,Rajya Sabha,8091
